Day   0 -      no restrictions: current guests:     8/   26, occupancy: 0.307692, newly infected:       3, currently infected:       3, total fully vaccined:       0, recovered:       0, ballance:    -2875
Day 179 -      no restrictions: current guests:    24/   26, occupancy: 0.923077, newly infected:     218, currently infected:    3768, total fully vaccined:       0, recovered:   19401, ballance:   489100
Day 180 -      no restrictions: current guests:    17/   26, occupancy: 0.653846, newly infected:     608, currently infected:    4084, total fully vaccined:       0, recovered:   19693, ballance:   486225
Day 181 -      no restrictions: current guests:    20/   26, occupancy: 0.769231, newly infected:     317, currently infected:    4203, total fully vaccined:       0, recovered:   19891, ballance:   483350
Day 182 -      no restrictions: current guests:    22/   26, occupancy: 0.846154, newly infected:     273, currently infected:    4355, total fully vaccined:       0, recovered:   20012, ballance:   539275
Day 183 -      no restrictions: current guests:    21/   26, occupancy: 0.807692, newly infected:     251, currently infected:    4416, total fully vaccined:       0, recovered:   20202, ballance:   537100
Day 184 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     499, currently infected:    4634, total fully vaccined:       0, recovered:   20483, ballance:   534925
Day 185 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     656, currently infected:    4975, total fully vaccined:       0, recovered:   20798, ballance:   534150
Day 186 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     679, currently infected:    5407, total fully vaccined:       0, recovered:   21045, ballance:   531275
Day 187 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     797, currently infected:    5698, total fully vaccined:       0, recovered:   21551, ballance:   528400
Day 188 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:     503, currently infected:    5962, total fully vaccined:       0, recovered:   21790, ballance:   526925
Day 189 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:     404, currently infected:    6233, total fully vaccined:       0, recovered:   21923, ballance:   524750
Day 190 -      no restrictions: current guests:    18/   26, occupancy: 0.692308, newly infected:     560, currently infected:    6535, total fully vaccined:       0, recovered:   22181, ballance:   522575
Day 191 -      no restrictions: current guests:    23/   26, occupancy: 0.884615, newly infected:    1161, currently infected:    7329, total fully vaccined:       0, recovered:   22548, ballance:   542800
Day 192 -      no restrictions: current guests:    26/   26, occupancy: 1.000000, newly infected:    1159, currently infected:    8085, total fully vaccined:       0, recovered:   22951, ballance:   542025
Day 193 -      no restrictions: current guests:    25/   26, occupancy: 0.961538, newly infected:    1377, currently infected:    9244, total fully vaccined:       0, recovered:   23169, ballance:   539150
Day 194 -               closed: current guests:    24/    0, occupancy: 0.000000, newly infected:    1447, currently infected:   10083, total fully vaccined:       0, recovered:   23777, ballance:   536275
Day 195 -               closed: current guests:    22/    0, occupancy: 0.000000, newly infected:    1541, currently infected:   11307, total fully vaccined:       0, recovered:   24094, ballance:   533400
Day 196 -               closed: current guests:    13/    0, occupancy: 0.000000, newly infected:     787, currently infected:   11821, total fully vaccined:       0, recovered:   24367, ballance:   530525
Day 197 -               closed: current guests:    12/    0, occupancy: 0.000000, newly infected:    1034, currently infected:   12604, total fully vaccined:       0, recovered:   24618, ballance:   527650
Day 198 -               closed: current guests:    12/    0, occupancy: 0.000000, newly infected:    1674, currently infected:   13779, total fully vaccined:       0, recovered:   25117, ballance:   524775
Day 199 -               closed: current guests:    12/    0, occupancy: 0.000000, newly infected:    2136, currently infected:   15259, total fully vaccined:       0, recovered:   25773, ballance:   521900
Day 200 -               closed: current guests:    12/    0, occupancy: 0.000000, newly infected:    3123, currently infected:   17703, total fully vaccined:       0, recovered:   26452, ballance:   519025
Day 201 -               closed: current guests:    12/    0, occupancy: 0.000000, newly infected:    2107, currently infected:   19013, total fully vaccined:       0, recovered:   27249, ballance:   516150
Day 202 -               closed: current guests:     9/    0, occupancy: 0.000000, newly infected:    2044, currently infected:   20554, total fully vaccined:       0, recovered:   27752, ballance:   513275
Day 203 -               closed: current guests:     4/    0, occupancy: 0.000000, newly infected:     984, currently infected:   21134, total fully vaccined:       0, recovered:   28156, ballance:   510400
Day 204 -               closed: current guests:     4/    0, occupancy: 0.000000, newly infected:    1474, currently infected:   22048, total fully vaccined:       0, recovered:   28716, ballance:   507525
Day 205 -               closed: current guests:     4/    0, occupancy: 0.000000, newly infected:    2394, currently infected:   23281, total fully vaccined:       0, recovered:   29877, ballance:   504650
Day 206 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2306, currently infected:   24428, total fully vaccined:       0, recovered:   31036, ballance:   501775
Day 207 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2910, currently infected:   25961, total fully vaccined:       0, recovered:   32413, ballance:   498900
Day 208 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2944, currently infected:   27458, total fully vaccined:       0, recovered:   33860, ballance:   496025
Day 209 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1976, currently infected:   27893, total fully vaccined:       0, recovered:   35401, ballance:   493150
Day 210 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1303, currently infected:   28409, total fully vaccined:       0, recovered:   36188, ballance:   490275
Day 211 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1286, currently infected:   28661, total fully vaccined:       0, recovered:   37222, ballance:   487400
Day 212 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1960, currently infected:   28947, total fully vaccined:       0, recovered:   38896, ballance:   484525
Day 213 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2920, currently infected:   29731, total fully vaccined:       0, recovered:   41032, ballance:   481650
Day 214 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3492, currently infected:   30100, total fully vaccined:       0, recovered:   44155, ballance:   478775
Day 215 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3796, currently infected:   31789, total fully vaccined:       0, recovered:   46262, ballance:   475900
Day 216 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2554, currently infected:   32299, total fully vaccined:       0, recovered:   48306, ballance:   473025
Day 217 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1841, currently infected:   33156, total fully vaccined:       0, recovered:   49290, ballance:   470150
Day 218 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3120, currently infected:   34802, total fully vaccined:       0, recovered:   50764, ballance:   467275
Day 219 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4456, currently infected:   36864, total fully vaccined:       0, recovered:   53158, ballance:   464400
Day 220 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5338, currently infected:   39896, total fully vaccined:       0, recovered:   55464, ballance:   461525
Day 221 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5397, currently infected:   42383, total fully vaccined:       0, recovered:   58374, ballance:   458650
Day 222 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8617, currently infected:   48056, total fully vaccined:       0, recovered:   61318, ballance:   455775
Day 223 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4631, currently infected:   50711, total fully vaccined:       0, recovered:   63294, ballance:   452900
Day 224 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3105, currently infected:   52513, total fully vaccined:       0, recovered:   64597, ballance:   450025
Day 225 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4311, currently infected:   55538, total fully vaccined:       0, recovered:   65883, ballance:   447150
Day 226 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8326, currently infected:   61904, total fully vaccined:       0, recovered:   67843, ballance:   444275
Day 227 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9543, currently infected:   68527, total fully vaccined:       0, recovered:   70763, ballance:   441400
Day 228 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9720, currently infected:   74755, total fully vaccined:       0, recovered:   74255, ballance:   438525
Day 229 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11102, currently infected:   82061, total fully vaccined:       0, recovered:   78051, ballance:   435650
Day 230 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8715, currently infected:   88222, total fully vaccined:       0, recovered:   80605, ballance:   432775
Day 231 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5058, currently infected:   91439, total fully vaccined:       0, recovered:   82446, ballance:   429900
Day 232 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8077, currently infected:   96396, total fully vaccined:       0, recovered:   85566, ballance:   427025
Day 233 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11984, currently infected:  103924, total fully vaccined:       0, recovered:   90022, ballance:   424150
Day 234 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14969, currently infected:  113555, total fully vaccined:       0, recovered:   95360, ballance:   421275
Day 235 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14150, currently infected:  122308, total fully vaccined:       0, recovered:  100757, ballance:   418400
Day 236 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15258, currently infected:  128949, total fully vaccined:       0, recovered:  109374, ballance:   415525
Day 237 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12474, currently infected:  136792, total fully vaccined:       0, recovered:  114005, ballance:   412650
Day 238 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7300, currently infected:  140987, total fully vaccined:       0, recovered:  117110, ballance:   409775
Day 239 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10273, currently infected:  146949, total fully vaccined:       0, recovered:  121421, ballance:   406900
Day 240 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15663, currently infected:  154286, total fully vaccined:       0, recovered:  129747, ballance:   404025
Day 241 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12980, currently infected:  157723, total fully vaccined:       0, recovered:  139290, ballance:   401150
Day 242 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13055, currently infected:  161058, total fully vaccined:       0, recovered:  149010, ballance:   398275
Day 243 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13605, currently infected:  163561, total fully vaccined:       0, recovered:  160112, ballance:   395400
Day 244 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11429, currently infected:  166275, total fully vaccined:       0, recovered:  168827, ballance:   392525
Day 245 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6542, currently infected:  167759, total fully vaccined:       0, recovered:  173885, ballance:   389650
Day 246 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9252, currently infected:  168934, total fully vaccined:       0, recovered:  181962, ballance:   386775
Day 247 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12089, currently infected:  169039, total fully vaccined:       0, recovered:  193946, ballance:   383900
Day 248 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15731, currently infected:  169801, total fully vaccined:       0, recovered:  208915, ballance:   381025
Day 249 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13229, currently infected:  168880, total fully vaccined:       0, recovered:  223065, ballance:   378150
Day 250 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11552, currently infected:  165174, total fully vaccined:       0, recovered:  238323, ballance:   375275
Day 251 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7723, currently infected:  160423, total fully vaccined:       0, recovered:  250797, ballance:   372400
Day 252 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3608, currently infected:  156731, total fully vaccined:       0, recovered:  258097, ballance:   369525
Day 253 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2353, currently infected:  148811, total fully vaccined:       0, recovered:  268370, ballance:   366650
Day 254 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12699, currently infected:  145847, total fully vaccined:       0, recovered:  284033, ballance:   363775
Day 255 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8925, currently infected:  141792, total fully vaccined:       0, recovered:  297013, ballance:   360900
Day 256 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7870, currently infected:  136607, total fully vaccined:       0, recovered:  310068, ballance:   358025
Day 257 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7355, currently infected:  130357, total fully vaccined:       0, recovered:  323673, ballance:   355150
Day 258 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4199, currently infected:  123127, total fully vaccined:       0, recovered:  335102, ballance:   352275
Day 259 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1887, currently infected:  118472, total fully vaccined:       0, recovered:  341644, ballance:   349400
Day 260 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5407, currently infected:  114627, total fully vaccined:       0, recovered:  350896, ballance:   346525
Day 261 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4246, currently infected:  106784, total fully vaccined:       0, recovered:  362985, ballance:   343650
Day 262 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5515, currently infected:   96568, total fully vaccined:       0, recovered:  378716, ballance:   340775
Day 263 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6471, currently infected:   89810, total fully vaccined:       0, recovered:  391945, ballance:   337900
Day 264 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5808, currently infected:   84066, total fully vaccined:       0, recovered:  403497, ballance:   335025
Day 265 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3187, currently infected:   79530, total fully vaccined:       0, recovered:  411220, ballance:   332150
Day 266 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1513, currently infected:   77435, total fully vaccined:       0, recovered:  414828, ballance:   329275
Day 267 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4375, currently infected:   79457, total fully vaccined:       0, recovered:  417181, ballance:   326400
Day 268 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5896, currently infected:   72654, total fully vaccined:       0, recovered:  429880, ballance:   323525
Day 269 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2681, currently infected:   66410, total fully vaccined:       0, recovered:  438805, ballance:   320650
Day 270 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6305, currently infected:   64845, total fully vaccined:       0, recovered:  446675, ballance:   317775
Day 271 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4464, currently infected:   61954, total fully vaccined:       0, recovered:  454030, ballance:   314900
Day 272 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2665, currently infected:   60420, total fully vaccined:       0, recovered:  458229, ballance:   312025
Day 273 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1074, currently infected:   59607, total fully vaccined:       0, recovered:  460116, ballance:   309150
Day 274 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3575, currently infected:   57775, total fully vaccined:       0, recovered:  465523, ballance:   306275
Day 275 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5176, currently infected:   58705, total fully vaccined:       0, recovered:  469769, ballance:   303400
Day 276 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4568, currently infected:   57758, total fully vaccined:       0, recovered:  475284, ballance:   300525
Day 277 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4621, currently infected:   55908, total fully vaccined:       0, recovered:  481755, ballance:   297650
Day 278 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4743, currently infected:   54843, total fully vaccined:       0, recovered:  487563, ballance:   294775
Day 279 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    1773, currently infected:   53429, total fully vaccined:       0, recovered:  490750, ballance:   291900
Day 280 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2654, currently infected:   54570, total fully vaccined:       0, recovered:  492263, ballance:   289025
Day 281 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:       0, currently infected:   50195, total fully vaccined:       0, recovered:  496638, ballance:   286150
Day 282 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4237, currently infected:   48536, total fully vaccined:       0, recovered:  502534, ballance:   283275
Day 283 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5857, currently infected:   51712, total fully vaccined:       0, recovered:  505215, ballance:   280400
Day 284 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6406, currently infected:   51813, total fully vaccined:       0, recovered:  511520, ballance:   277525
Day 285 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5872, currently infected:   53221, total fully vaccined:       0, recovered:  515984, ballance:   274650
Day 286 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6217, currently infected:   56773, total fully vaccined:       0, recovered:  518649, ballance:   271775
Day 287 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3657, currently infected:   59356, total fully vaccined:       0, recovered:  519723, ballance:   268900
Day 288 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2000, currently infected:   57781, total fully vaccined:       0, recovered:  523298, ballance:   266025
Day 289 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5172, currently infected:   57777, total fully vaccined:       0, recovered:  528474, ballance:   263150
Day 290 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7897, currently infected:   61106, total fully vaccined:       0, recovered:  533042, ballance:   260275
Day 291 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8256, currently infected:   64741, total fully vaccined:       0, recovered:  537663, ballance:   257400
Day 292 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7602, currently infected:   67600, total fully vaccined:       0, recovered:  542406, ballance:   254525
Day 293 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8830, currently infected:   74657, total fully vaccined:       0, recovered:  544179, ballance:   251650
Day 294 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5304, currently infected:   77307, total fully vaccined:       0, recovered:  546833, ballance:   248775
Day 295 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3383, currently infected:   80690, total fully vaccined:       0, recovered:  546833, ballance:   245900
Day 296 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7891, currently infected:   84344, total fully vaccined:       0, recovered:  551070, ballance:   243025
Day 297 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10898, currently infected:   89385, total fully vaccined:       0, recovered:  556927, ballance:   240150
Day 298 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14149, currently infected:   97128, total fully vaccined:       0, recovered:  563333, ballance:   237275
Day 299 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4402, currently infected:   95658, total fully vaccined:       0, recovered:  569205, ballance:   234400
Day 300 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2706, currently infected:   92147, total fully vaccined:       0, recovered:  575422, ballance:   231525
Day 301 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3030, currently infected:   91520, total fully vaccined:       0, recovered:  579079, ballance:   228650
Day 302 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3741, currently infected:   93261, total fully vaccined:       0, recovered:  581079, ballance:   225775
Day 303 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10862, currently infected:   98951, total fully vaccined:       0, recovered:  586251, ballance:   222900
Day 304 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   16420, currently infected:  107474, total fully vaccined:       0, recovered:  594148, ballance:   220025
Day 305 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   17039, currently infected:  116257, total fully vaccined:       0, recovered:  602404, ballance:   217150
Day 306 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13361, currently infected:  122016, total fully vaccined:       0, recovered:  610006, ballance:   214275
Day 307 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    3447, currently infected:  116633, total fully vaccined:       0, recovered:  618836, ballance:   211400
Day 308 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5012, currently infected:  116341, total fully vaccined:       0, recovered:  624140, ballance:   208525
Day 309 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6233, currently infected:  119191, total fully vaccined:       0, recovered:  627523, ballance:   205650
Day 310 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12921, currently infected:  124221, total fully vaccined:       0, recovered:  635414, ballance:   202775
Day 311 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   17332, currently infected:  130655, total fully vaccined:       0, recovered:  646312, ballance:   199900
Day 312 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   17773, currently infected:  134279, total fully vaccined:       0, recovered:  660461, ballance:   197025
Day 313 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   14861, currently infected:  144738, total fully vaccined:       1, recovered:  664863, ballance:   194150
Day 314 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   13115, currently infected:  155147, total fully vaccined:       1, recovered:  667569, ballance:   191275
Day 315 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8449, currently infected:  160566, total fully vaccined:       2, recovered:  670599, ballance:   188400
Day 316 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4289, currently infected:  161114, total fully vaccined:       3, recovered:  674340, ballance:   185525
Day 317 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9345, currently infected:  159597, total fully vaccined:       4, recovered:  685202, ballance:   182650
Day 318 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10801, currently infected:  153978, total fully vaccined:       6, recovered:  701622, ballance:   179775
Day 319 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10922, currently infected:  147861, total fully vaccined:       8, recovered:  718661, ballance:   176900
Day 320 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8083, currently infected:  142583, total fully vaccined:       8, recovered:  732022, ballance:   174025
Day 321 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9301, currently infected:  148437, total fully vaccined:      12, recovered:  735469, ballance:   171150
Day 322 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5253, currently infected:  148678, total fully vaccined:      13, recovered:  740481, ballance:   168275
Day 323 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2693, currently infected:  145138, total fully vaccined:      16, recovered:  746714, ballance:   165400
Day 324 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7651, currently infected:  139868, total fully vaccined:     652, recovered:  759635, ballance:   162525
Day 325 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9628, currently infected:  132164, total fully vaccined:    2478, recovered:  776967, ballance:   159650
Day 326 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8228, currently infected:  122619, total fully vaccined:    5203, recovered:  794740, ballance:   156775
Day 327 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7488, currently infected:  115246, total fully vaccined:    7864, recovered:  809601, ballance:   153900
Day 328 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8514, currently infected:  110645, total fully vaccined:    9607, recovered:  822716, ballance:   151025
Day 329 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4256, currently infected:  106452, total fully vaccined:   10652, recovered:  831165, ballance:   148150
Day 330 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2387, currently infected:  104550, total fully vaccined:   11531, recovered:  835454, ballance:   145275
Day 331 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6942, currently infected:  102147, total fully vaccined:   12400, recovered:  844799, ballance:   142400
Day 332 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9209, currently infected:  100555, total fully vaccined:   15372, recovered:  855600, ballance:   139525
Day 333 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8505, currently infected:   98138, total fully vaccined:   19363, recovered:  866522, ballance:   136650
Day 334 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7982, currently infected:   98037, total fully vaccined:   23900, recovered:  874605, ballance:   133775
Day 335 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8072, currently infected:   96808, total fully vaccined:   30030, recovered:  883906, ballance:   130900
Day 336 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4060, currently infected:   95615, total fully vaccined:   37940, recovered:  889159, ballance:   128025
Day 337 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2555, currently infected:   95477, total fully vaccined:   39028, recovered:  891852, ballance:   125150
Day 338 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7185, currently infected:   95011, total fully vaccined:   40209, recovered:  899503, ballance:   122275
Day 339 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9143, currently infected:   94526, total fully vaccined:   48170, recovered:  909131, ballance:   119400
Day 340 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9695, currently infected:   95993, total fully vaccined:   58400, recovered:  917359, ballance:   116525
Day 341 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8125, currently infected:   96630, total fully vaccined:   69412, recovered:  924847, ballance:   113650
Day 342 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8635, currently infected:   96751, total fully vaccined:   82398, recovered:  933361, ballance:   110775
Day 343 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4863, currently infected:   97358, total fully vaccined:   93069, recovered:  937617, ballance:   107900
Day 344 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2430, currently infected:   97401, total fully vaccined:   95434, recovered:  940004, ballance:   105025
Day 345 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    7727, currently infected:   98186, total fully vaccined:   97935, recovered:  946946, ballance:   102150
Day 346 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10283, currently infected:   99260, total fully vaccined:  109367, recovered:  956155, ballance:    99275
Day 347 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9537, currently infected:  100292, total fully vaccined:  121277, recovered:  964660, ballance:    96400
Day 348 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    9014, currently infected:  101324, total fully vaccined:  134529, recovered:  972642, ballance:    93525
Day 349 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8883, currently infected:  102135, total fully vaccined:  150743, recovered:  980714, ballance:    90650
Day 350 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    5160, currently infected:  103235, total fully vaccined:  165473, recovered:  984774, ballance:    87775
Day 351 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    2851, currently infected:  103531, total fully vaccined:  168461, recovered:  987329, ballance:    84900
Day 352 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    8794, currently infected:  105140, total fully vaccined:  169845, recovered:  994514, ballance:    82025
Day 353 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   12668, currently infected:  108665, total fully vaccined:  179202, recovered: 1003657, ballance:    79150
Day 354 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   10930, currently infected:  109900, total fully vaccined:  188280, recovered: 1013352, ballance:    76275
Day 355 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11705, currently infected:  113480, total fully vaccined:  196585, recovered: 1021477, ballance:    73400
Day 356 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11364, currently infected:  116209, total fully vaccined:  204665, recovered: 1030112, ballance:    70525
Day 357 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    6838, currently infected:  118184, total fully vaccined:  212025, recovered: 1034975, ballance:    67650
Day 358 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:    4021, currently infected:  119775, total fully vaccined:  213208, recovered: 1037405, ballance:    64775
Day 359 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   11311, currently infected:  123359, total fully vaccined:  214231, recovered: 1045132, ballance:    61900
Day 360 -               closed: current guests:     0/    0, occupancy: 0.000000, newly infected:   15861, currently infected:  128937, total fully vaccined:  220259, recovered: 1055415, ballance:    59025
